step,value
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
0,0.710713
